	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)	(25)	(26)	(27)	(28)	(29)	(30)	(31)	(32)	(33)	(34)	(35)	(36)
VARIABLES	ZQ_Verbal_Similarities	ZQ_Verbal_Similarities	ZQ_Verbal_Similarities	ZQ_Number_Skills	ZQ_Number_Skills	ZQ_Number_Skills	ZQ_Word_Reading	ZQ_Word_Reading	ZQ_Word_Reading	ZQ_Pattern_Construction	ZQ_Pattern_Construction	ZQ_Pattern_Construction	ZQ_Verbal_Similarities	ZQ_Verbal_Similarities	ZQ_Verbal_Similarities	ZQ_Number_Skills	ZQ_Number_Skills	ZQ_Number_Skills	ZQ_Word_Reading	ZQ_Word_Reading	ZQ_Word_Reading	ZQ_Pattern_Construction	ZQ_Pattern_Construction	ZQ_Pattern_Construction	ZQ_Verbal_Similarities	ZQ_Verbal_Similarities	ZQ_Verbal_Similarities	ZQ_Number_Skills	ZQ_Number_Skills	ZQ_Number_Skills	ZQ_Word_Reading	ZQ_Word_Reading	ZQ_Word_Reading	ZQ_Pattern_Construction	ZQ_Pattern_Construction	ZQ_Pattern_Construction
																																				
miss_daily_cig_before_preg			-0.788***			-0.349			0.274			-0.239			-0.143			0.975**			0.329			0.361			-3.399***			0.686			-0.675			-0.292
			(0.208)			(0.307)			(0.278)			(0.273)			(0.365)			(0.482)			(0.404)			(0.503)			(0.411)			(0.893)			(0.820)			(0.921)
miss_weekly_alcohol_b_preg			0.287			0.210			-0.725			0.0994															3.683***									
			(0.395)			(0.596)			(0.459)			(0.548)															(0.986)									
Constant	-0.251	12.24	12.17	0.624	12.29	12.25	-0.489	19.22	20.05	1.412**	3.146	2.435	-2.085	14.16	12.90	0.364	-0.115	-1.313	0.0288	8.388	7.844	-0.462	-10.59	-13.17	-0.00879	19.72	15.16	-0.426	-2.238	-3.006	5.045	2.798	-0.777	1.050	-1.733	-2.563
	(1.183)	(9.412)	(9.062)	(0.631)	(8.583)	(8.445)	(0.643)	(12.15)	(14.32)	(0.675)	(7.561)	(7.446)	(1.595)	(11.22)	(10.83)	(1.122)	(13.98)	(13.93)	(1.342)	(14.11)	(13.70)	(0.957)	(13.09)	(13.04)	(1.347)	(16.40)	(16.42)	(0.970)	(1.713)	(2.066)	(3.164)	(2.301)	(2.425)	(2.608)	(2.591)	(2.737)
																																				
Observations	2,330	2,330	2,330	2,137	2,137	2,137	2,109	2,109	2,109	2,130	2,130	2,130	1,760	1,760	1,760	1,598	1,598	1,598	1,572	1,572	1,572	1,588	1,588	1,588	802	802	802	710	710	710	705	705	705	710	710	710
R-squared	0.031	0.101	0.114	0.080	0.168	0.171	0.112	0.196	0.204	0.099	0.162	0.164		0.104	0.134	0.069	0.172	0.177	0.143	0.234	0.229	0.027	0.136	0.142	0.091	0.161	0.181	0.125	0.204	0.211	0.171	0.247	0.263	0.133	0.199	0.200
Robust standard errors in parentheses																																				
*** p<0.01, ** p<0.05, * p<0.1																																				
